PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
PojpC,r2q1rk1/1b2p1bR/1p1p2p1/1pp1n1N1/4P3/2NP4/PPPB4/2K4Q b - - 2 17,f8f5 h7h8 g7h8 h1h7 g8f8 h7h8,2422,87,90,480,clearance deflection exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/jSfW27du/black#34,Sicilian_Defense Sicilian_Defense_Moscow_Variation
aFJnq,r6k/p4N1p/1p4P1/8/3qP3/7Q/6PP/3q1R1K b - - 1 32,h8g7 h3h6 g7g8 g6h7,2421,100,90,702,advancedPawn endgame mate mateIn2 short,https://lichess.org/lmtv17Tr/black#64,
IQZxc,8/1p2Q3/p1q5/k1Bb4/3p3p/1P1P3P/P1P2KP1/1r6 b - - 0 37,b1b2 e7e1 a5b5 e1b4,2421,77,79,226,endgame mate mateIn2 short,https://lichess.org/EljnRKyC/black#74,
18SBf,rn1Rn2r/1p2k1pp/p7/2N1pQ2/q3P3/8/PPP3PP/6K1 b - - 4 21,a4c2 d8d7 b8d7 f5e6 e7f8 c5d7,2421,76,94,3265,deflection exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/JKrJCcA5/black#42,
RsOU8,r3rn2/pp1qbk1R/2p2p2/3p4/3P1P2/2NQ4/PPP4P/6RK b - - 3 23,f8h7 d3g6 f7e6 f4f5 e6d6 g6g3,2421,77,95,2057,fork long mate mateIn3 middlegame,https://lichess.org/0f0jxMrn/black#46,
buxLX,r3r3/1pq1bkp1/p2p1n1p/nb3Q2/4N2N/7P/PP4P1/R1B1R1K1 b - - 8 27,d6d5 e4g5 h6g5 f5e6 f7f8 h4g6,2421,77,93,1544,long mate mateIn3 middlegame sacrifice,https://lichess.org/TXRJrUSP/black#54,
Sx9QC,r2r4/pp3p2/2pB1P1p/8/1n1kB1b1/1P6/P1PKN2P/5R2 b - - 2 31,d4e4 e2c3 e4d4 f1f4,2421,78,94,4723,mate mateIn2 middlegame short,https://lichess.org/R0SaTNVI/black#62,
2thug,7k/4R2p/6pK/2p1p2n/1p2P2P/6r1/P2R4/8 b - - 3 45,h5f6 e7h7 f6h7 d2d8 h7f8 d8f8,2420,83,84,125,endgame long mate mateIn3 sacrifice,https://lichess.org/zNtbizAP/black#90,
xiDZI,8/4Q1k1/5p2/5P2/8/2q3PK/3p4/8 b - - 1 54,g7h6 e7f7 c3g3 h3g3 d2d1q f7g6,2420,99,85,72,endgame long mate mateIn3 queenEndgame,https://lichess.org/2JUH1Wg3/black#108,
C7scx,1k6/ppp1rppp/1b6/2Nn1Q2/1P1P4/2P3P1/P2q1B1P/K3R3 w - - 7 27,f5d5 e7e1 f2e1 d2c1,2420,86,90,1098,mate mateIn2 middlegame short,https://lichess.org/2OESVCbe#53,
94FL7,8/pp4p1/4R2p/2rpRrk1/7P/5P2/6P1/6K1 b - - 0 38,g5f4 e5e4 d5e4 e6e4 f4g3 e4g4,2420,77,94,3516,endgame long mate mateIn3 rookEndgame sacrifice,https://lichess.org/9ZOjf9jz/black#76,
bJArQ,r2n4/1p1RRbk1/8/2p2pNN/p6K/1q6/7P/8 b - - 1 34,g7g8 e7e8 f7e8 h5f6 g8h8 d7h7,2420,87,95,4394,arabianMate exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/37bTtZDi/black#68,
98Rs0,4r3/ppp4k/3p4/5ppQ/2P1q3/2P5/PP6/K5R1 b - - 1 31,h7g7 h5g5 g7f7 g5g7 f7e6 g1g6,2420,89,90,130,endgame exposedKing long mate mateIn3,https://lichess.org/qbdC3ip7/black#62,
KyEbW,7k/1p6/pbp2p1p/2q5/2P2pK1/1P1Q3P/P2R2P1/8 w - - 2 38,d3d7 h6h5 g4f4 c5e5 f4f3 e5e3,2420,79,83,259,endgame long mate mateIn3,https://lichess.org/gkmeSh3O#75,
cbWcq,1r6/1p1k4/2bp1p2/p7/6r1/3Q4/PP3P2/2R2RK1 w - - 0 31,g1h2 g4g2 h2h3 b8h8 d3h7 h8h7,2419,80,79,417,endgame exposedKing long mate mateIn3,https://lichess.org/8QNCFI0G#61,
PiSdE,rnb3k1/4q3/2p1p2Q/3n1r2/3P4/6R1/P1P2PPP/5RK1 b - - 1 23,g8f7 h6g6 f7f8 g6g8,2419,75,93,4017,mate mateIn2 middlegame short,https://lichess.org/LAzaRToW/black#46,
h0rYr,r4r2/pp1q2kp/3p2n1/P1pQ1pp1/4NP2/P3P1P1/1B4KP/R7 b - - 2 24,g7h6 f4g5 h6h5 d5d1,2419,92,89,674,mate mateIn2 middlegame short,https://lichess.org/q6sJC7a0/black#48,
lGzIm,1r1q1r2/3b1PQp/3p2n1/3P3k/pp3R2/1B3N2/PPP3PP/6K1 b - - 6 27,g6f4 g2g4 d7g4 g7h7,2419,77,92,3294,mate mateIn2 middlegame short,https://lichess.org/TDKozdC5/black#54,
9oXjv,r4r2/1R3ppp/4p3/3nP3/1N1P4/2p2P1P/p1k2KP1/R7 b - - 1 33,c2b2 b4d5 b2a1 d5e3 c3c2 e3c2,2419,80,95,781,discoveredAttack endgame long mate mateIn3 quietMove sacrifice,https://lichess.org/oMh2Nzs5/black#66,
AROqe,2b2r1k/1r5p/p3pp1P/4n2B/1pq4P/6Q1/PPP5/1K1R2R1 b - - 5 26,b7c7 g3g8 f8g8 g1g8 h8g8 d1d8,2418,79,90,1066,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/gH72biCb/black#52,
hqa2B,r1bq1rk1/1p3pp1/p1p1pb1Q/8/3PB1R1/2P3P1/PP3P1P/R5K1 b - - 3 20,g7g6 e4g6 f7g6 h6g6 f6g7 g6g7,2418,87,87,500,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/vsYpEuQ1/black#40,
OP9Vq,r6r/1p2k3/p2RBq2/2B1n1p1/6n1/2P5/P1P2P1P/1K1R4 b - - 4 24,g4f2 d6a6 e7e8 a6a8 f6d8 d1d8,2418,76,93,4193,discoveredAttack exposedKing interference long mate mateIn3 middlegame,https://lichess.org/9I2hG8jd/black#48,
j30Yi,r3r2k/2q2p2/p1b1ppBQ/1p1pn1N1/8/2P1P3/PP4PP/R5K1 b - - 4 22,h8g8 g6h7 g8h8 h6f6,2418,76,93,261,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/nxBrxFEC/black#44,
7hfBO,r5k1/2p2rbp/1pNp4/3Q1N2/1PR2n2/7P/6PK/1B2q3 b - - 1 29,g7e5 c6e7 g8h8 d5a8 f7f8 a8f8,2418,81,84,174,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/kYfKdUU5/black#58,
Kt9BF,5rk1/6bp/6p1/p1ppp3/2P1K3/PP1P1Pq1/3B4/1R1Q2R1 w - - 0 32,c4d5 g3f2 d2e3 f8f4 e3f4 f2d4,2417,82,85,103,long mate mateIn3 middlegame sacrifice,https://lichess.org/zPZbmsC8#63,
O7c6D,4r1k1/p4p1p/1r2nQpB/2p1R3/3q4/P7/5PPP/4R2K b - - 8 28,c5c4 f6g7 e6g7 e5e8 g7e8 e1e8,2417,78,93,4180,long mate mateIn3 middlegame sacrifice,https://lichess.org/tOfOgS3O/black#56,
HkQ7O,r4k2/1p4pQ/p1p2bBp/3P4/8/2q2PB1/4r1PP/5RK1 b - - 5 28,a8d8 g3d6 d8d6 h7h8 f8e7 h8e8,2417,87,91,3539,long mate mateIn3 middlegame sacrifice,https://lichess.org/7SLSuOQZ/black#56,
igD8d,1n6/r2kb1p1/pR2Q1p1/B2p4/2q5/6Pr/5P2/4R1K1 b - - 0 35,d7c7 b6b1,2417,84,92,2632,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/slCxvvzB/black#70,
2PJ8U,1k4r1/p1q2p2/Q1p1p3/2Np3p/3P3r/2P5/PP3RP1/5RK1 w - - 0 24,f2f7 g8g2 g1g2 c7h2 g2f3 h4h3,2417,87,88,828,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/J2kxxNsj#47,
FOfod,5r2/1p4k1/p5p1/4q3/1Q2B1p1/6n1/PP3P1r/2R1R1K1 w - - 0 27,g1h2 g3f1 h2g1 e5h2 g1f1 f8f2,2417,84,92,693,doubleCheck exposedKing long master mate mateIn3 middlegame sacrifice,https://lichess.org/KJd6itMB#53,
Sp0Wt,5rk1/1R2pp2/pB4p1/8/7p/4b1KB/P1R1Pr1P/8 w - - 0 33,g3g4 f2f4 g4g5 f4d4,2417,86,73,64,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/Uu58b1ru#65,
eT1ud,1r1r2k1/5pbR/2p3p1/8/p1B2P2/1Pn1P1P1/P1Q2Pq1/2K4R b - - 0 29,a4b3 h7h8 g7h8 c2g6 h8g7 g6f7,2417,79,92,3128,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/uKTDP3Ix/black#58,
m7oDG,r6r/7p/8/bPk1pQ2/P2q4/8/5PPP/2R2K2 b - - 2 28,c5d5 f5f7 d5e4 f7f3,2417,77,91,3774,endgame mate mateIn2 short,https://lichess.org/JmY5N0oA/black#56,
tsYsx,2r1r1k1/5p1p/1p4p1/pBn3Bq/P6P/3P3b/1PPK1PQ1/R5R1 w - - 4 24,g2h3 c5b3 c2b3 h5e2,2416,82,85,175,mate mateIn2 middlegame sacrifice short,https://lichess.org/GHawF7gJ#47,
8KMUz,q2QQ3/5pbk/6p1/2p5/1p3P2/6P1/rP1p3K/1R6 b - - 0 33,d2d1q e8g8 h7h6 d8g5,2416,76,92,5828,mate mateIn2 middlegame short,https://lichess.org/AF26kDO8/black#66,
OY4RZ,r5r1/pp1k1p2/1qpN1Q2/3bPB1p/3b4/7P/PPP4K/R4R2 b - - 2 22,d7c7 d6e8 c7b8 f6d6 b6c7 d6c7,2416,76,81,202,long mate mateIn3 middlegame,https://lichess.org/tbF9MXZW/black#44,
kESDA,Q1k1r3/1p1r1ppp/2Bq1n2/8/3P2P1/1R2P2P/3p1P2/1b4K1 b - - 1 28,c8c7 b3b7 c7c6 b7b8 d7b7 a8b7,2416,78,92,1557,discoveredAttack fork long mate mateIn3 middlegame sacrifice,https://lichess.org/CjUuaLIq/black#56,
KwFQH,r5k1/pppb2pp/3q4/3P4/2BPK1n1/2N5/PPP2PP1/R2Q1R2 w - - 3 16,f2f4 d6e7 e4d3 e7e3,2416,98,90,595,mate mateIn2 middlegame short,https://lichess.org/ARbD6AxH#31,Latvian_Gambit Latvian_Gambit_Other_variations
HhzeK,2r5/1b1N1p2/p5pk/1p2Q1P1/4P3/5P2/PKP5/4q3 b - - 0 35,h6h5 d7f6 h5h4 e5h2 h4g5 f6h7,2416,79,93,4778,endgame long mate mateIn3,https://lichess.org/zJ1HJVW4/black#70,
CKeTq,8/P1Q3b1/5nk1/8/6p1/2B2p2/1Pq1r1P1/R5K1 w - - 2 33,a7a8q e2e1 a1e1 c2g2,2416,76,92,4214,discoveredAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/WjTagXJb#65,
fUMoq,2r3rk/1b1q1p1p/p3pbp1/3pB3/1P4Q1/P6R/5PPP/4R1K1 b - - 1 28,f6g7 g4h4 h7h5 h4h5 g6h5 h3h5,2415,91,34,26,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/DEvJhc5O/black#56,
ablXp,r4rk1/pp3pb1/q3b1p1/2pnp2P/3nN2P/3P1P1N/PPPB1Q2/1K1R1B1R w - - 3 16,e4c5 a6a2 b1a2 d5c3 a2a1 d4c2,2415,77,93,2232,attraction doubleCheck long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/cVHYJOx0#31,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
kHMM9,3r2k1/pP4pp/4p3/1P6/4p1q1/P3PpP1/1b3P1P/1RQ3K1 w - - 0 27,b1b2 g4h3 c1f1 h3f1 g1f1 d8d1,2415,79,91,5261,attraction endgame long mate mateIn3,https://lichess.org/gSMbUgv4#53,
XMNi7,8/kp2ppb1/5np1/Q3pB1p/2P2q2/8/P1K4P/1R6 b - - 2 33,a7b8 a5d8 b8a7 d8b6 a7b8 b6b7,2415,83,90,507,endgame long mate mateIn3,https://lichess.org/Q0yK7hXR/black#66,
E3DVD,5rk1/4q1p1/2p4R/pp1p4/1P1PP3/K1P5/P4r2/4Q1R1 w - - 0 30,h6g6 e7b4 c3b4 f8f3 e1c3 f3c3,2415,95,87,92,endgame long mate mateIn3 sacrifice,https://lichess.org/X2A9MQJo#59,
VDz3H,3r2k1/p1R4p/5ppb/4pb2/1Q1n1n1P/1P6/P4P2/1N3K1R w - - 1 29,b4e7 f5d3 f1e1 f4g2 e1d1 d3e2,2415,81,93,2379,fork long mate mateIn3 middlegame,https://lichess.org/ItpOsCEZ#57,
EuU6g,5rk1/1bp3pp/pp1p2r1/6q1/1PP1np2/P3PB2/1BQ2PPP/3R1R1K w - - 0 22,f3e4 g5g2 e4g2 b7g2 h1g1 g2e4,2415,78,92,1464,discoveredAttack fork long mate mateIn3 middlegame sacrifice xRayAttack,https://lichess.org/B94jFwNE#43,
7I2ep,1kr5/p3bp2/P6p/1p1b4/1K3p1N/2P2N2/1P3P1R/2R5 w - - 2 39,b4b5 d5c4 b5a4 c8c6 b2b3 c6a6,2415,78,92,870,long mate mateIn3 middlegame,https://lichess.org/XiuY2gRC#77,
LsQM0,3B4/pp3R2/1k2N3/7p/3Kp1r1/P1P4n/2r5/8 b - - 3 33,b6a6 e6c5 a6b5 a3a4 b5c6 f7f6,2415,87,97,147,endgame exposedKing long mate mateIn3,https://lichess.org/qbDAmRG9/black#66,
SkhnG,8/1pk1rpp1/1np2n1p/1NQ5/P7/4q2P/BPP3P1/3R3K b - - 7 26,c7c8 b5a7 c8b8 d1d8 b8a7 c5a5,2414,90,90,1606,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/mN60hObk/black#52,
dDtnd,2kr3r/pp5p/1nB2bp1/3q1p2/5B2/P2Q4/1P3PPP/2R1R1K1 b - - 0 23,d5d3 c6d7 c8d7 c1c7,2414,80,94,4831,attraction doubleCheck mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/Coix2vN0/black#46,
Kckgx,r1b5/pppn2kp/4Q2B/4pP2/8/q1n5/P1r4P/K2R2NR b - - 3 19,g7h8 e6e5 d7e5 d1d8 a3f8 d8f8,2414,80,83,116,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/gknkceYV/black#38,
q4jIG,rnb2k1r/5p2/2p2N2/pp1P2Bp/8/1B1P3P/PqP3P1/4RRK1 b - - 0 21,a5a4 g5h6 h8h6 e1e8 f8g7 e8g8,2414,79,93,2381,long mate mateIn3 middlegame sacrifice,https://lichess.org/ypFGL3tg/black#42,
q5ZqD,8/3n3Q/k7/p1qNp3/2p1P2P/7R/PPPK4/5r2 w - - 5 32,h7d7 c5f2 d2c3 f2d4,2414,80,76,188,endgame mate mateIn2 short,https://lichess.org/eV1ewDRS#63,
cWFlr,r2q1r2/3pnpk1/2b3PP/1p2p3/4P3/2N2P2/pPPQ4/2KR3R b - - 0 21,g7g6 d2g2 g6h7 g2g7,2413,100,86,885,mate mateIn2 middlegame short,https://lichess.org/bx9m9Okt/black#42,
xHQ8W,2rq1rk1/pQ3Rbp/3p2p1/1p4N1/2p3N1/2P5/PP3PPP/n5K1 b - - 0 21,f8f7 g4h6 g7h6 b7f7 g8h8 f7h7,2413,86,85,111,intermezzo kingsideAttack long mate mateIn3 middlegame,https://lichess.org/7sxEhPmx/black#42,
iSI87,3r1k1r/1pp1npNp/1b5B/p3p3/P7/1BP3nP/1PK3P1/R4R2 b - - 7 22,g3f1 g7h5 f8e8 h5f6,2413,83,92,3553,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/AluzrsWF/black#44,
4BxwV,8/2p1b3/b6r/P1Pk4/3Pp1K1/R3P3/5PP1/R7 w - - 1 38,f2f4 a6e2 g4g3 e7h4 g3h2 h4f2,2413,81,82,203,discoveredAttack endgame long mate mateIn3,https://lichess.org/0SH8dOaT#75,
4EZmc,r1q1r3/pp6/8/2k5/2P5/QP6/P5PP/3R2K1 b - - 3 40,c5b6 a3b4 b6c7 b4d6,2413,87,95,9149,dovetailMate endgame mate mateIn2 short,https://lichess.org/1b04gtD2/black#80,
jEnRI,1R6/1P6/N4p2/5k1p/6p1/8/1r3K1P/8 w - - 2 52,f2g3 h5h4 g3h4 b2b3 h2h3 b3h3,2413,75,92,3295,endgame long mate mateIn3,https://lichess.org/CKzortHp#103,
vB0YP,8/5p2/8/4PK1k/6p1/bpB3PP/8/8 b - - 0 48,g4h3 c3d2 b3b2 g3g4 h5h4 d2e1,2413,82,56,109,bishopEndgame endgame long mate mateIn3 quietMove,https://lichess.org/aPIPXaps/black#96,
dFwXk,5rk1/1p2bpRp/q3p3/r7/3Nn2P/2Q2N2/1P3PP1/3b2K1 b - - 0 25,g8g7 d4e6 g7g6 c3g7 g6f5 f3d4,2413,89,93,4604,doubleCheck long mate mateIn3 middlegame,https://lichess.org/jiQsZo5z/black#50,
F83cb,5Q2/7p/1p2r1p1/6nk/P6P/8/1P3PP1/4qBK1 b - - 0 39,h5h4 f8f4 h4h5 g2g4 h5h6 f4f8,2413,175,-80,9,endgame long mate mateIn3,https://lichess.org/tix46Ywc/black#78,
AOrRJ,r1b2rk1/1p1q1p1n/p2p2p1/3NpN1p/4P2P/1B3PQ1/PPPb2P1/1K5R b - - 1 20,d2f4 g3g6 f7g6 d5e7 g8h8 e7g6,2413,77,92,2029,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/wMvtJTyj/black#40,
1y0Z0,3r1k2/1R6/4p2p/4Ppp1/Rp3P2/6P1/1P5P/2r4K w - - 1 42,h1g2 c1c2 g2h3 g5g4 h3h4 c2h2,2413,82,90,443,deflection endgame long mate mateIn3 rookEndgame,https://lichess.org/C5NZfuN5#83,
jAsAT,8/1Q4pk/2p5/p6K/1P3PPP/q7/8/8 w - - 0 44,b4a5 a3d6 b7b1 g7g6 h5g5 d6e7,2412,84,86,150,endgame long mate mateIn3 queenEndgame,https://lichess.org/AhwHpjmE#87,
hkg0B,2rkr3/1Q2p1b1/2p1R1p1/3p4/3P4/8/PPPq4/1K2R3 b - - 2 34,c8c7 e6d6 e7d6 b7b8 c7c8 b8d6,2411,81,98,630,long mate mateIn3 middlegame sacrifice,https://lichess.org/9G9WpBDH/black#68,
qIsSZ,N2k2nr/pQ2pp1p/2np2p1/8/8/P7/2PB1PqP/2Kb3R b - - 0 18,g2h1 d2a5 c6a5 b7c7 d8e8 c7c8,2411,84,82,108,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/2ElaH1hc/black#36,Sicilian_Defense Sicilian_Defense_Other_variations
4rrbo,8/PR5P/1n6/1B3k2/1P1pp3/2P1K3/5p1r/8 w - - 0 52,c3d4 f2f1n b5f1 b6d5,2411,86,91,3622,advancedPawn endgame mate mateIn2 promotion short underPromotion,https://lichess.org/F4U0PlmI#103,
XISpY,3r2k1/4Rp2/p1qN2pp/8/p1b1NnPP/2Q2P2/1P6/7K b - - 1 35,f4d5 e7f7 d5c3 e4f6 g8h8 f7h7,2411,79,95,7415,arabianMate long mate mateIn3 middlegame sacrifice,https://lichess.org/5XDsjNba/black#70,
yZzJ3,8/1pq2kp1/p4np1/8/4Q3/1P2B1br/1P2B3/3R1R1K w - - 0 29,h1g1 g3h2 g1h1 h2g1 h1g1 c7h2,2411,83,78,314,attraction discoveredAttack exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/MlOa1kG4#57,
c69n6,4r3/pp3kb1/1qpPbN2/2p1N3/6Q1/3P2P1/P1P2PK1/8 b - - 2 28,f7f6 g4h4 f6e5 h4f4 e5d5 c2c4,2411,78,82,82,endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/tOmIE51j/black#56,
nMPxD,5rk1/1R2Qppp/8/5bN1/2r5/3q4/5PPP/4R1K1 b - - 9 28,d3d2 e7f8 g8f8 b7f7 f8g8 e1e8,2411,82,93,4131,attraction discoveredAttack fork long mate mateIn3 middlegame sacrifice,https://lichess.org/viFDWO0q/black#56,
mWjA6,r5k1/p5pp/2p4r/2p1B3/5P2/1P1P3q/P1P5/R2QR1K1 w - - 5 24,e1e2 h6g6 g1f2 h3g3 f2f1 g3g1,2410,80,82,262,exposedKing long mate mateIn3 middlegame,https://lichess.org/DUTt2Kna#47,
jeub3,3R4/6pk/1p4qp/1PbB4/4np2/4P3/6PP/1R2Q2K w - - 0 33,e3f4 e4g3 e1g3 g6b1 g3e1 b1e1,2410,79,95,2940,backRankMate deflection discoveredAttack long mate mateIn3 middlegame,https://lichess.org/O2h6FFj2#65,
ZRsvJ,8/7p/P5p1/1r1kpp2/2Np4/2pK1P1P/6P1/R7 w - - 1 41,c4a5 b5b2 a5b3 e5e4 f3e4 f5e4,2410,78,94,318,endgame exposedKing long mate mateIn3,https://lichess.org/OMaa1yX7#81,
gHzjR,2r2rk1/1R3p2/4pnpP/q2p4/2nP1NP1/2NQP3/5K2/7R b - - 0 26,a5c3 d3g6 f7g6 b7g7 g8h8 f4g6,2409,76,89,268,intermezzo long mate mateIn3 middlegame sacrifice,https://lichess.org/lgVRr0pg/black#52,
yA3Al,3r2k1/pp1Rbrpp/1qp1Q3/4p3/1P2P3/P1N5/2P2PPP/3R2K1 w - - 1 20,d7e7 b6f2 g1h1 d8d1 c3d1 f2e1,2409,89,75,387,backRankMate long mate mateIn3 middlegame,https://lichess.org/gB2ORX9g#39,
wbBF3,2k5/R5n1/7p/1BKPb3/8/2P5/Pr6/8 b - - 0 40,e5c3 a7a8 c8b7 b5c6 b7c7 d5d6,2409,80,84,288,endgame exposedKing long mate mateIn3,https://lichess.org/74kjC3Ev/black#80,
8RdP3,8/1k3p2/p1p1nB2/4P2p/PK5P/1P6/8/8 w - - 1 41,b4a5 c6c5 b3b4 e6d4 b4b5 d4b3,2409,75,92,1556,endgame long mate mateIn3 quietMove,https://lichess.org/gfFqliIS#81,
gmR45,8/8/1p2pK1k/8/6P1/p2B4/b7/8 b - - 0 42,a2d5 d3g6 a3a2 g4g5,2409,77,78,225,bishopEndgame endgame mate mateIn2 quietMove short,https://lichess.org/O3XgMXos/black#84,
Bnimn,r5k1/p5pp/2pb4/3p4/4pq2/1P5b/P1P1BP1P/R2QRNK1 w - - 2 18,f1g3 f4f2 g1f2 d6c5 d1d4 c5d4,2409,87,89,914,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/Cdc6Idxk#35,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted
NNSzu,5rk1/pppq2p1/3pr3/n3p1N1/1bB3b1/2NP4/PPP2RP1/2K4Q b - - 0 20,f8f2 h1h7 g8f8 h7h8 f8e7 c3d5,2408,75,91,3214,kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/6ZKYODFW/black#40,
VphXs,6r1/ppP1kpQp/4bn2/8/8/8/PPP1qPPP/RN3RK1 w - - 3 16,g7h6 g8g2 g1g2 e6d5 g2g1 e2g4,2408,78,95,4778,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/nVcBC34R#31,Scotch_Game Scotch_Game_Classical_Variation
WQRBb,4k2r/3n1ppp/1p6/p1b2p2/P7/1r4B1/5P1P/2R1R1K1 b k - 1 23,e8f8 g3d6 f8g8 e1e8 d7f8 e8f8,2408,83,92,4777,long mate mateIn3 middlegame,https://lichess.org/139FKXiQ/black#46,
zlClJ,r3b2r/1p1n4/p1p1N1kp/3pq3/8/2P1P2Q/PP6/2K3R1 b - - 1 33,g6h7 h3f5 e5f5 g1g7,2408,80,72,102,mate mateIn2 middlegame sacrifice short,https://lichess.org/Z0zoUhON/black#66,
tnJbU,6k1/2R4p/3B2p1/4P1N1/P1bbBPn1/6P1/1r4KP/8 w - - 5 35,g2h3 b2h2 h3g4 h7h5 g4f3 c4e2,2408,77,77,168,long mate mateIn3 middlegame sacrifice,https://lichess.org/nbgh6de3#69,
4nkUG,rn2k2r/pp1q4/8/2pPp1Pp/2P2pn1/3P1NK1/PP1BQ1P1/RN5R w kq - 0 15,g3h4 g4e3 f3e5 d7g4 e2g4 h5g4,2408,88,90,2232,clearance discoveredAttack long mate mateIn3 middlegame,https://lichess.org/hnhYcMhy#29,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
wXx1Z,5r1k/pp5p/5q2/2Q3p1/2Pnp3/6Pb/P2NBP1P/R3R1K1 w - - 2 24,d2e4 d4e2 e1e2 f6a1 e2e1 a1e1,2408,79,93,5118,discoveredAttack kingsideAttack long mate mateIn3 middlegame,https://lichess.org/pg3RPMgp#47,
njp4H,7r/4k1RP/3rp3/5p1R/5P2/1n2PK2/2p5/8 b - - 1 48,e7f6 h5g5 b3d2 f3g2 e6e5 g5g6,2407,80,83,259,defensiveMove endgame long mate mateIn3,https://lichess.org/zfjsZfqH/black#96,
39WCw,4b1k1/6p1/5q1p/2pP1p2/1pP1rQ2/pP1NP3/P2R1P1P/2K3R1 w - - 7 28,f4g3 f6a1 c1c2 e4c4 b3c4 e8a4,2407,81,80,204,exposedKing long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/9dkNSo40#55,
urtxT,4rrk1/1Q4bp/6p1/3p2P1/8/2n1B3/PP2Bq2/R3K2R w KQ - 0 25,e3f2 e8e2 e1f1 e2f2 f1e1 f2e2,2407,96,88,511,exposedKing long mate mateIn3 middlegame,https://lichess.org/r2DBlZj7#49,
fi1Gx,5rk1/p3p2p/2ppN1pQ/8/3Pn3/q6P/6r1/2R2RK1 w - - 0 24,g1g2 f8f2 f1f2 a3g3 g2f1 g3f2,2407,81,86,108,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/TgiDTvDt#47,
AoLbq,6k1/p3Q3/2pP2p1/2PqPp2/5P2/P3P1Pn/8/5K2 w - - 15 41,e7h4 d5d1 f1g2 d1g1 g2h3 g1h1,2406,78,94,3136,endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/aAhPMHWk#81,
Lwm3R,R7/7k/6pp/7r/2P2p2/P3qNK1/6P1/3Q4 w - - 0 51,g3g4 h5h4 g4h4 e3f2 g2g3 f2g3,2406,82,53,65,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/ia6k9ioy#101,
OkDx5,2k3r1/1p1b1p2/p6p/2ppp2q/4PBr1/2PP3P/PPN1QR1K/R7 w - - 0 24,c2e3 h5h3 h2h3 g4g3 h3h4 g3h3,2406,76,90,4425,attraction doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/msra3evf#47,
WDPDO,3Q4/1p3pkp/5p2/1B2p3/4n3/2P2N2/q1P2PPP/2K4R w - - 0 24,f3d2 a2a3 c1d1 e4c3 d1e1 a3c1,2406,74,90,1389,endgame fork long mate mateIn3,https://lichess.org/cvl0no9F#47,
whV7q,r6r/ppp4p/3pR1bb/3P1k2/3P1N2/3B3P/PP3PP1/6K1 b - - 4 22,f5f4 g2g3 f4g5 f2f4 g5h5 d3e2,2406,77,94,4993,endgame long mate mateIn3,https://lichess.org/shSDlaPF/black#44,
AGDRC,2k4r/pq6/3Q4/1P2n2r/2pp4/5PP1/P3B1P1/2RR2K1 w - - 2 31,e2c4 h5h1 g1f2 b7f3 g2f3 h8h2,2406,92,89,544,long mate mateIn3 middlegame sacrifice,https://lichess.org/9pNRcKIG#61,
miloj,Q7/6pk/7p/3B1q2/3Q4/4p1PK/8/8 w - - 2 40,h3h4 g7g5 h4h5 g5g4 h5h4 f5g5,2406,78,94,5793,discoveredAttack endgame long mate mateIn3,https://lichess.org/gZ0qXeA3#79,
